,STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,TOTAL ELECTORS
165,Odisha,ASKA,Rama Krushna Panda,0,CPI(M),Ears of Corn And Sickle,MALE,1,47,GENERAL,Post Graduate,329980,0,59889,89,59978,3.89178176,5.915631873,1541145
167,Kerala,ATTINGAL,Adv. ADOOR PRAKASH,1,INC,Hand,MALE,7,63,GENERAL,Graduate Professional,144098612,27622685,379469,1526,380995,28.20701705,37.87045946,1350710
168,Kerala,ATTINGAL,Dr. A. SAMPATH,0,CPI(M),"Hammer, Sickle and Star",MALE,0,56,GENERAL,Doctorate,38448688,3611333,340298,2450,342748,25.37539516,34.06875219,1350710
169,Kerala,ATTINGAL,SOBHASURENDRAN,0,BJP,Lotus,FEMALE,40,49,GENERAL,Graduate,1981638,0,246502,1579,248081,18.36671084,24.65896259,1350710
170,Bihar,AURANGABAD,SUSHIL KUMAR SINGH,1,BJP,Lotus,MALE,3,53,GENERAL,Post Graduate,167895109,3746607,426116,1605,427721,24.54100476,45.72262683,1742883
171,Maharashtra,AURANGABAD,Imtiaz Jaleel Syed,1,AIMIM,Kite,MALE,4,50,GENERAL,Post Graduate,29562768,6800000,388784,258,389042,20.62478397,32.45459558,1886284
172,Bihar,AURANGABAD,NARESH YADAV,1,BSP,Elephant,MALE,5,34,GENERAL,Literate,12674177,824000,33697,75,33772,1.937708957,3.610167734,1742883
173,Bihar,AURANGABAD,UPENDRA PRASAD,0,HAMS,Telephone,MALE,0,55,GENERAL,Post Graduate,20394370,471998,356846,323,357169,20.49299924,38.18074142,1742883
174,Maharashtra,AURANGABAD,Chandrakant Khaire,0,SHS,Bow and Arrow,MALE,9,67,GENERAL,12th Pass,89820322,31390310,383759,791,384550,20.38664379,32.07986472,1886284
175,Maharashtra,AURANGABAD,Harshwardhandada Raibhanji Jadhav,0,IND,Tractor Chalata Kisan,MALE,2,41,GENERAL,Graduate,123952399,11017453,283237,561,283798,15.04534842,23.67494851,1886284
176,Maharashtra,AURANGABAD,Zambad Subhash Manakchand,0,INC,Hand,MALE,0,56,GENERAL,12th Pass,339452909,198464347,91688,101,91789,4.866128324,7.657206353,1886284
177,Bihar,AURANGABAD,DHIRENDRA KUMAR SINGH,0,IND,Air Conditioner,MALE,0,62,GENERAL,Graduate,8389250,0,24826,6,24832,1.424765747,2.65449737,1742883
179,Bihar,AURANGABAD,DR DHARMENDRA KUMAR,0,AHFBK,CHESS BOARD,MALE,1,42,ST,Graduate,6006600,0,16584,5,16589,0.951813748,1.773335086,1742883
180,Bihar,AURANGABAD,SANTOSH KUMAR SINHA,0,IND,Almirah,MALE,0,43,GENERAL,Graduate,1275000,0,15010,4,15014,0.861446236,1.604970341,1742883
181,Bihar,AURANGABAD,AVINASH KUMAR,0,PPID,Table,MALE,0,35,GENERAL,Post Graduate,3717856,0,13668,12,13680,0.784906388,1.462368074,1742883
182,Bihar,AURANGABAD,YOGENDRA RAM,0,IND,Balloon,MALE,0,58,SC,Literate,155000,0,11979,8,11987,0.687768485,1.281389335,1742883
183,Bihar,AURANGABAD,SOM PRAKASH,0,SPL,Tractor Chalata Kisan,MALE,0,46,GENERAL,Graduate,143780000,0,11709,4,11713,0.672047407,1.252099214,1742883
184,Assam,AUTONOMOUS DISTRICT,HOREN SING BEY,1,BJP,Lotus,MALE,2,49,ST,Graduate,20693570,5956209,380183,1133,381316,47.90733028,61.71579878,795945
185,Assam,AUTONOMOUS DISTRICT,BIREN SINGH ENGTI,0,INC,Hand,MALE,0,76,ST,Post Graduate,7866276,0,141344,346,141690,17.80148126,22.93245374,795945
186,Assam,AUTONOMOUS DISTRICT,JONES INGTI KATHAR,0,IND,Battery Torch,MALE,0,68,ST,Post Graduate,610218,0,39425,158,39583,4.973082311,6.406488222,795945
187,Assam,AUTONOMOUS DISTRICT,HOLIRAM TERANG,0,ASDC,Table,MALE,0,61,ST,Graduate,53785471,5000000,36840,75,36915,4.637883271,5.974673792,795945
188,Assam,AUTONOMOUS DISTRICT,LIENKHOCHON,0,NPEP,Book,MALE,0,39,ST,8th Pass,6830962,1606436,9920,117,10037,1.261016779,1.624483296,795945
190,Uttar Pradesh,AZAMGARH,Akhilesh Yadav,1,SP,Bicycle,MALE,0,45,GENERAL,Graduate Professional,377859166,2853000,619594,1984,621578,34.74117579,60.3593333,1789168
191,Uttar Pradesh,AZAMGARH,Dinesh Lal Yadav Nirahua,0,BJP,Lotus,MALE,1,40,GENERAL,12th Pass,59380841,5415364,360255,1449,361704,20.21632401,35.12384977,1789168
192,Uttar Pradesh,BADAUN,Dr. Sanghmitra Maurya,0,BJP,Lotus,FEMALE,2,34,GENERAL,Graduate Professional,40372093,0,510343,1009,511352,27.03311947,47.28287504,1891576
193,Uttar Pradesh,BADAUN,Dharmendra Yadav,0,SP,Bicycle,MALE,3,40,GENERAL,Post Graduate,118688322,26510293,491959,939,492898,26.05753086,45.57650022,1891576
194,Uttar Pradesh,BADAUN,Saleem Iqbal Shervani,0,INC,Hand,MALE,5,66,GENERAL,Graduate,763872000,5000000,51896,51,51947,2.746228542,4.803351722,1891576
195,Karnataka,BAGALKOT,Gaddigoudar Parvatagouda Chandanagouda,1,BJP,Lotus,MALE,0,68,GENERAL,Graduate Professional,43980663,7987991,661662,2976,664638,39.00434857,55.17032428,1704010
196,Karnataka,BAGALKOT,Veena Kashappanavar,0,INC,Hand,FEMALE,0,38,GENERAL,Graduate,78375219,26784734,495636,815,496451,29.13427738,41.20944433,1704010
197,Uttar Pradesh,BAGHPAT,Dr. SATYAPAL SINGH,1,BJP,Lotus,MALE,1,63,GENERAL,Post Graduate,78195793,0,519631,6158,525789,32.52686709,50.28552793,1616476
198,Uttar Pradesh,BAGHPAT,JAYANT CHAUDHARY,0,RLD,Hand Pump,MALE,0,40,GENERAL,Post Graduate,275023812,29242618,500794,1493,502287,31.07296366,48.03783831,1616476
199,West Bengal,BAHARAMPUR,ADHIR RANJAN CHOWDHURY,1,INC,Hand,MALE,7,63,GENERAL,10th Pass,101315437,8506984,589580,1526,591106,36.07873153,45.43359008,1638378
200,West Bengal,BAHARAMPUR,APURBA SARKAR (DAVID),0,AITC,Flowers and Grass,MALE,9,55,GENERAL,12th Pass,47930322,2119820,509886,524,510410,31.15337242,39.23113403,1638378
201,West Bengal,BAHARAMPUR,KRISHNA JOYARDAR,0,BJP,Lotus,MALE,0,55,GENERAL,Graduate,6200,0,141231,1807,143038,8.73046391,10.99418693,1638378
203,West Bengal,BAHARAMPUR,SAMIR BISWAS,0,IND,Bead Necklace,MALE,0,38,SC,8th Pass,10200,0,13681,1,13682,0.835094221,1.0516259,1638378
204,West Bengal,BAHARAMPUR,ID MOHAMMAD,0,RSP,Spade & Stoker,MALE,0,66,GENERAL,Graduate,3968029,322779,13342,20,13362,0.815562709,1.02703006,1638378
205,Uttar Pradesh,BAHRAICH,AKSHAIBAR LAL,1,BJP,Lotus,MALE,0,73,SC,10th Pass,45691463,3028133,525512,470,525982,30.40520074,53.1218218,1729908
206,Uttar Pradesh,BAHRAICH,SHABBIR BALMIKI,0,SP,Bicycle,MALE,1,60,SC,12th Pass,11162030,0,396843,387,397230,22.9624928,40.11844754,1729908
207,Uttar Pradesh,BAHRAICH,SAVITRI BAI PHULE,0,INC,Hand,FEMALE,7,38,SC,Graduate,3046772,0,34383,71,34454,1.991666609,3.479699397,1729908
209,Madhya Pradesh,BALAGHAT,DR DHAL SINGH BISEN,1,BJP,Lotus,MALE,0,66,GENERAL,Others,88648133,1530693,692859,3243,696102,39.3784101,50.70931647,1767725
210,Madhya Pradesh,BALAGHAT,MADHU BHAGAT,0,INC,Hand,MALE,0,53,GENERAL,12th Pass,10237135,0,452594,1442,454036,25.68476432,33.07540449,1767725
211,Madhya Pradesh,BALAGHAT,KANKAR MUNJARE,0,BSP,Elephant,MALE,6,68,GENERAL,Others,20550745,2200000,84996,181,85177,4.818453096,6.204934692,1767725
212,Madhya Pradesh,BALAGHAT,BODHSINGH BHAGAT,0,IND,Auto- Rickshaw,MALE,0,62,GENERAL,Graduate,44244840,0,47105,115,47220,2.671229971,3.439860716,1767725
213,Odisha,BALASORE,PRATAP CHANDRA SARANGI,1,BJP,Lotus,MALE,7,64,GENERAL,Graduate,1346236,160,481438,2420,483858,31.58793587,41.73510271,1531781
214,Odisha,BALASORE,RABINDRA KUMAR JENA,0,BJD,Conch,MALE,0,51,GENERAL,Others,726151097,63341667,470242,660,470902,30.74212306,40.61758478,1531781
215,Odisha,BALASORE,NAVAJYOTI PATNAIK,0,INC,Hand,MALE,0,46,GENERAL,Graduate Professional,1042005000,1079582000,179070,333,179403,11.71205283,15.47438015,1531781
216,Uttar Pradesh,BALLIA,Virendra Singh,1,BJP,Lotus,MALE,2,62,GENERAL,Graduate,24498319,0,464039,5075,469114,25.73837185,47.357938,1822625
217,Uttar Pradesh,BALLIA,Sanatan Pandey,0,SP,Bicycle,MALE,5,56,GENERAL,Others,26500222,531827,450408,3187,453595,24.88690762,45.79126585,1822625
218,Uttar Pradesh,BALLIA,Vinod,0,SBSP,Walking Stick,MALE,3,51,GENERAL,12th Pass,67939301,0,35874,26,35900,1.969686578,3.624172321,1822625
219,West Bengal,BALURGHAT,Sukanta Majumdar,1,BJP,Lotus,MALE,0,39,GENERAL,Doctorate,5825866,2168170,537577,1740,539317,37.66958813,45.00920936,1431704
220,West Bengal,BALURGHAT,Arpita Ghosh,0,AITC,Flowers and Grass,FEMALE,0,52,GENERAL,Graduate,2824728,0,505463,561,506024,35.34417729,42.23071062,1431704
221,West Bengal,BALURGHAT,Ranen Barman,0,RSP,Spade & Stoker,MALE,0,50,SC,10th Pass,4632504,0,72917,73,72990,5.098120841,6.091449354,1431704
222,West Bengal,BALURGHAT,Abdus Sadek Sarkar,0,INC,Hand,MALE,4,40,GENERAL,Graduate Professional,21868500,9884000,36698,85,36783,2.56917631,3.069759989,1431704
224,Gujarat,BANASKANTHA,PARBATBHAI SAVABHAI PATEL,1,BJP,Lotus,MALE,0,70,GENERAL,Graduate Professional,41819177,4500000,675650,3458,679108,40.00909635,61.52795181,1697384
225,Gujarat,BANASKANTHA,PARTHIBHAI GALBABHAI BHATOL,0,INC,Hand,MALE,1,75,GENERAL,10th Pass,40404078,2164385,309446,1366,310812,18.31123659,28.15991824,1697384
226,Gujarat,BANASKANTHA,THAKOR SWARUPJI SARDARJI,0,IND,Gas Cylinder,MALE,0,39,GENERAL,8th Pass,1705000,0,48516,118,48634,2.865232617,4.406295329,1697384
228,Gujarat,BANASKANTHA,TEJABHAI NETHIBHAI RABARI,0,BSP,Elephant,MALE,1,49,GENERAL,Literate,7985000,1800000,11034,54,11088,0.653240516,1.004585323,1697384
229,Gujarat,BANASKANTHA,PUROHIT SHYAMABEN NARANBHAI,0,IND,DIAMOND,FEMALE,0,33,GENERAL,Graduate,2578000,2306381,11064,5,11069,0.652121146,1.002863902,1697384
230,Uttar Pradesh,BANDA,R.K. SINGH PATEL,1,BJP,Lotus,MALE,2,59,GENERAL,Graduate,55794086,0,477100,826,477926,28.07986256,46.18035157,1702024
231,Uttar Pradesh,BANDA,SHYAMA CHARAN GUPTA,0,SP,Bicycle,MALE,0,74,GENERAL,Graduate Professional,655645059,0,418647,341,418988,24.61704418,40.4853746,1702024
232,Uttar Pradesh,BANDA,BALKUMAR PATEL,0,INC,Hand,MALE,8,59,GENERAL,12th Pass,43232650,13868284,75350,88,75438,4.432252424,7.28931542,1702024
234,Uttar Pradesh,BANDA,CHHOTELAL,0,PSPL,Key,MALE,0,37,GENERAL,12th Pass,2995889,0,12746,1,12747,0.74893186,1.231698927,1702024
235,Karnataka,BANGALORE CENTRAL,P. C. Mohan,1,BJP,Lotus,MALE,0,55,GENERAL,12th Pass,755529306,312521957,601170,1683,602853,27.34254135,50.33477027,2204817
236,Karnataka,BANGALORE CENTRAL,Rizwan Arshad,0,INC,Hand,MALE,0,39,GENERAL,Graduate,158434648,45079101,531196,689,531885,24.12377082,44.40934902,2204817
237,Karnataka,BANGALORE CENTRAL,Prakash Raj,0,IND,Whistle,MALE,1,53,GENERAL,12th Pass,320963268,38320377,28822,84,28906,1.311038512,2.413485326,2204817
238,Karnataka,BANGALORE NORTH,D.V. Sadananda Gowda,1,BJP,Lotus,MALE,0,66,GENERAL,Graduate Professional,209384539,104302653,821934,2566,824500,28.93743968,52.84158931,2849250
239,Karnataka,BANGALORE NORTH,Krishna Byregowda,0,INC,Hand,MALE,0,46,GENERAL,Post Graduate,132509044,15596951,675834,1148,676982,23.76000702,43.38727085,2849250
240,Karnataka,BANGALORE RURAL,D.K. SURESH,1,INC,Hand,MALE,5,52,GENERAL,12th Pass,3388920717,519320305,877712,546,878258,35.16607687,54.11911581,2497458
241,Karnataka,BANGALORE RURAL,ASHWATHNARAYANGOWDA,0,BJP,Lotus,MALE,2,59,GENERAL,10th Pass,293535096,0,670483,905,671388,26.88285449,41.37158435,2497458
242,Karnataka,BANGALORE RURAL,DR CHINNAPPA Y CHIKKAHAGADE,0,BSP,Elephant,MALE,0,43,SC,Graduate,8810000,500000,19943,29,19972,0.799693128,1.230694148,2497458
243,Karnataka,BANGALORE SOUTH,TEJASVI SURYA,1,BJP,Lotus,MALE,0,28,GENERAL,Graduate Professional,1346593,0,736605,2624,739229,33.36640353,62.1379944,2215489
244,Karnataka,BANGALORE SOUTH,B.K.HARIPRASAD,0,INC,Hand,MALE,0,64,GENERAL,Graduate,150801799,34400000,407372,665,408037,18.41746901,34.29870963,2215489
245,West Bengal,BANGAON,SHANTANU THAKUR,1,BJP,Lotus,MALE,8,37,SC,Graduate,5265388,0,685237,2385,687622,40.33844255,48.81415082,1704632
246,West Bengal,BANGAON,MAMATA THAKUR,0,AITC,Flowers and Grass,FEMALE,4,51,SC,5th Pass,22042316,0,575382,646,576028,33.79192694,40.89211467,1704632
247,West Bengal,BANGAON,ALAKESH DAS,0,CPI(M),"Hammer, Sickle and Star",MALE,1,55,SC,Graduate Professional,5556977,524879,89996,126,90122,5.2868889,6.397743092,1704632
248,West Bengal,BANGAON,SOURAV PROSAD,0,INC,Hand,MALE,3,28,SC,Post Graduate,3026068,39999,22552,66,22618,1.326855298,1.605647381,1704632
249,Bihar,BANKA,GIRIDHARI YADAV,1,JD(U),Arrow,MALE,1,58,GENERAL,Post Graduate,19816050,405701,476948,840,477788,28.11519871,47.97742655,1699394
250,Bihar,BANKA,JAI PRAKASH NARAYAN YADAV,0,RJD,Hurricane Lamp,MALE,2,65,GENERAL,Post Graduate,68739932,618721,276856,400,277256,16.31499229,27.84086117,1699394
251,Bihar,BANKA,PUTUL KUMARI,0,IND,Gas Cylinder,FEMALE,3,61,GENERAL,Post Graduate,53801629,1700000,103448,281,103729,6.103881737,10.41602233,1699394
252,Bihar,BANKA,MANOJ KUMAR SAH,0,IND,FLUTE,MALE,0,44,GENERAL,10th Pass,41500,0,44394,4,44398,2.612578366,4.458257185,1699394
253,Bihar,BANKA,PRAVIN KUMAR JHA,0,IND,Baby Walker,MALE,0,46,GENERAL,12th Pass,7341490,0,17021,4,17025,1.00182771,1.709577651,1699394
254,Bihar,BANKA,MRITUNJAY ROY,0,IND,Black Board,MALE,0,38,GENERAL,Literate,2605273,0,14228,1,14229,0.837298472,1.428815295,1699394
255,Bihar,BANKA,MD RAFIQUE ALAM,0,BSP,Elephant,MALE,1,50,GENERAL,Graduate,16862361,97503,11931,29,11960,0.703780289,1.200972024,1699394
256,West Bengal,BANKURA,DR. SUBHAS SARKAR,1,BJP,Lotus,MALE,1,65,GENERAL,Graduate Professional,19799440,3261495,672202,3117,675319,40.95557903,49.19837249,1648906
257,West Bengal,BANKURA,SUBRATA MUKHERJEE,0,AITC,Flowers and Grass,MALE,2,72,GENERAL,Post Graduate,12235759,0,500122,864,500986,30.38293268,36.49785633,1648906
258,West Bengal,BANKURA,AMIYA PATRA,0,CPI(M),"Hammer, Sickle and Star",MALE,1,67,GENERAL,Graduate,7521446,0,100014,268,100282,6.081729341,7.305749119,1648906
259,West Bengal,BANKURA,MILAN MANDI,0,IND,Cot,MALE,5,40,ST,12th Pass,290750,0,14937,5,14942,0.90617658,1.088555307,1648906
261,Uttar Pradesh,BANSGAON,Kamlesh Paswan,1,BJP,Lotus,MALE,5,42,SC,Graduate,171706883,6049264,544434,2239,546673,31.21601729,56.37065199,1751258
262,Uttar Pradesh,BANSGAON,Sadal Prasad,0,BSP,Elephant,MALE,0,62,SC,Post Graduate,8702160,0,391441,1764,393205,22.45271685,40.54566846,1751258
264,Rajasthan,BANSWARA,KANAKMAL KATARA,1,BJP,Lotus,MALE,0,62,ST,Graduate Professional,58711904,1746729,710684,1025,711709,36.02918545,49.42049525,1975368
265,Rajasthan,BANSWARA,TARACHAND BHAGORA,0,INC,Hand,MALE,0,65,ST,Post Graduate,34354639,6449772,405874,371,406245,20.56553513,28.20932304,1975368
266,Rajasthan,BANSWARA,KANTILAL ROAT,0,BTP,Auto- Rickshaw,MALE,0,43,ST,Post Graduate,1229683,0,249964,797,250761,12.69439416,17.41264029,1975368
268,Rajasthan,BANSWARA,BAPULAL,0,BSP,Elephant,MALE,0,31,ST,8th Pass,311000,0,26169,3,26172,1.324917686,1.817362436,1975368
269,Rajasthan,BANSWARA,NITESH DAMOR,0,IND,Air Conditioner,MALE,0,26,ST,Graduate Professional,30811,0,14822,0,14822,0.750341202,1.029227649,1975368
270,Andhra Pradesh,BAPATLA,NANDIGAM SURESH,1,YSRCP,Ceiling Fan,MALE,0,42,SC,8th Pass,4158610,269000,592250,6007,598257,40.73458249,47.10692458,1468671
271,Andhra Pradesh,BAPATLA,MALYADRI SRIRAM,0,TDP,Bicycle,MALE,0,65,SC,Post Graduate,42520353,598794,577403,4789,582192,39.64073642,45.84196196,1468671
272,Andhra Pradesh,BAPATLA,K. DEVANAND,0,BSP,Elephant,MALE,0,64,SC,Post Graduate,34436000,1200000,42262,318,42580,2.899219771,3.352761185,1468671
274,Andhra Pradesh,BAPATLA,J.D. SEELAM,0,INC,Hand,MALE,0,65,SC,Post Graduate,126397634,8342498,12941,214,13155,0.895707752,1.035828403,1468671
275,Uttar Pradesh,BARABANKI,Upendra Singh Rawat,1,BJP,Lotus,MALE,1,51,SC,Post Graduate,18050127,3171774,535594,323,535917,29.49736629,46.37131525,1816830
276,Uttar Pradesh,BARABANKI,Ram Sagar Rawat,0,SP,Bicycle,MALE,5,68,SC,10th Pass,10294367,127553,425624,153,425777,23.43515904,36.84122633,1816830
277,Uttar Pradesh,BARABANKI,Tanuj Punia,0,INC,Hand,MALE,0,34,SC,Graduate Professional,12572577,27052,159575,36,159611,8.785136749,13.81066844,1816830
278,Maharashtra,BARAMATI,Supriya Sule,1,NCP,Clock,FEMALE,0,49,GENERAL,Graduate,1408888704,5500000,683705,3009,686714,32.47392138,52.52845903,2114663
279,Maharashtra,BARAMATI,Kanchan Rahul Kool,0,BJP,Lotus,FEMALE,0,34,GENERAL,Graduate,47572790,2250279,528711,2229,530940,25.10754669,40.61291897,2114663
280,Maharashtra,BARAMATI,Padalkar Navanath,0,VBA,Cup & Saucer,MALE,1,43,GENERAL,Post Graduate,4980257,3700190,43953,181,44134,2.087046494,3.375919248,2114663
281,Jammu & Kashmir,BARAMULLA,MOHAMMAD AKBAR LONE,1,JKN,Plough,MALE,0,71,GENERAL,Graduate Professional,597434000,104935,132969,457,133426,10.12538153,29.26015189,1317738
282,Jammu & Kashmir,BARAMULLA,RAJA AIJAZ ALI,0,JPC,Apple,MALE,0,67,GENERAL,Graduate Professional,176868487,848606,103052,141,103193,7.831071123,22.63009349,1317738
283,Jammu & Kashmir,BARAMULLA,ENGINEER RASHID,0,IND,Gas Cylinder,MALE,0,54,GENERAL,Others,8000000,6000000,100677,1491,102168,7.753286313,22.40531229,1317738
284,Jammu & Kashmir,BARAMULLA,ABDUL QAYOOM WANI,0,JKPDP,Ink Pot & Pen,MALE,0,59,GENERAL,Graduate Professional,16556983,473600,53307,223,53530,4.062264274,11.73906083,1317738
285,Jammu & Kashmir,BARAMULLA,HAJI FAROOQ AHMAD MIR,0,INC,Hand,MALE,0,55,GENERAL,8th Pass,12777435,0,34240,292,34532,2.620551278,7.572823625,1317738
287,Jammu & Kashmir,BARAMULLA,MOHD MAQBOOL WAR,0,BJP,Lotus,MALE,0,65,GENERAL,Graduate,11320000,0,7313,581,7894,0.599056869,1.731144147,1317738
288,Jammu & Kashmir,BARAMULLA,SYED NAJEEB SHAH NAQVI,0,IND,Table,MALE,0,48,GENERAL,Post Graduate,10050737,6786855,4948,19,4967,0.376933806,1.089256775,1317738
289,West Bengal,BARASAT,Dr. Kakoli Ghoshdastidar,1,AITC,Flowers and Grass,FEMALE,2,60,GENERAL,Post Graduate,40531018,1496059,647819,625,648444,37.73858549,46.44368906,1718252
290,West Bengal,BARASAT,Mrinal Kanti Debnath,0,BJP,Lotus,MALE,0,68,GENERAL,Graduate Professional,4949682,3370182,537095,1180,538275,31.32689501,38.55302343,1718252
291,West Bengal,BARASAT,Haripada Biswas,0,AIFB,Lion,MALE,0,61,SC,12th Pass,11890602,0,123817,251,124068,7.220593952,8.886157654,1718252
292,West Bengal,BARASAT,Subrata Dutta,0,INC,Hand,FEMALE,0,57,GENERAL,Graduate,33601000,0,37236,41,37277,2.169472231,2.669901174,1718252
294,West Bengal,BARDHAMAN DURGAPUR,S.S AHLUWALIA,1,BJP,Lotus,MALE,0,67,GENERAL,Graduate Professional,26521750,744076,597450,926,598376,34.51682013,41.75136706,1733578
295,West Bengal,BARDHAMAN DURGAPUR,DR. MAMTAZ SANGHAMITA,0,AITC,Flowers and Grass,FEMALE,0,73,GENERAL,Post Graduate,136680993,0,595611,326,595937,34.37612845,41.58118713,1733578
296,West Bengal,BARDHAMAN DURGAPUR,ABHAS RAY CHAUDHURI,0,CPI(M),"Hammer, Sickle and Star",MALE,2,50,GENERAL,Post Graduate,4267888,0,161103,226,161329,9.306128712,11.25664515,1733578
297,West Bengal,BARDHAMAN DURGAPUR,RANAJIT MUKHERJEE,0,INC,Hand,MALE,0,39,GENERAL,Others,16662068,89517,38481,35,38516,2.221763313,2.687433409,1733578
299,West Bengal,BARDHAMAN PURBA,SUNIL KUMAR MONDAL,1,AITC,Flowers and Grass,MALE,0,61,SC,Graduate Professional,20371283,148598,640490,344,640834,37.73854021,44.51463355,1698089
300,West Bengal,BARDHAMAN PURBA,PARESH CHANDRA DAS,0,BJP,Lotus,MALE,1,61,SC,Post Graduate,30401786,0,550671,852,551523,32.47903967,38.3107704,1698089
301,West Bengal,BARDHAMAN PURBA,ISWAR CHANDRA DAS,0,CPI(M),"Hammer, Sickle and Star",MALE,2,58,SC,Post Graduate,5892873,2811235,175768,152,175920,10.35988102,12.22003566,1698089
302,West Bengal,BARDHAMAN PURBA,SIDDHARTHA MAJUMDAR,0,INC,Hand,MALE,0,37,SC,Post Graduate,2437669,513425,38426,46,38472,2.265605631,2.672403433,1698089
303,Gujarat,BARDOLI,PARBHUBHAI NAGARBHAI VASAVA,1,BJP,Lotus,MALE,0,49,ST,Others,28350217,3676869,740448,1825,742273,40.63851267,54.99764753,1826526
304,Gujarat,BARDOLI,CHAUDHARI DR. TUSHARBHAI AMARSINHBHAI,0,INC,Hand,MALE,0,53,ST,Graduate Professional,69345867,0,524474,2352,526826,28.84306054,39.03441275,1826526
306,Uttar Pradesh,BAREILLY,SANTOSH KUMAR GANGWAR,1,BJP,Lotus,MALE,0,70,GENERAL,Graduate Professional,126356142,13055209,563533,1737,565270,31.44485455,52.88056758,1797655
307,Uttar Pradesh,BAREILLY,BHAGWAT SARAN GANGWAR,0,SP,Bicycle,MALE,2,63,GENERAL,12th Pass,31857876,0,397403,585,397988,22.13928702,37.23146696,1797655
308,Uttar Pradesh,BAREILLY,PRAVEEN SINGH ARON,0,INC,Hand,MALE,1,61,ST,Graduate Professional,1477686028,46548771,74003,203,74206,4.127933335,6.941913418,1797655
309,Odisha,BARGARH,Suresh Pujari,1,BJP,Lotus,MALE,0,59,GENERAL,Post Graduate,11673429,0,577074,4171,581245,36.41224339,46.4595333,1596290
310,Odisha,BARGARH,Prasanna Acharya,0,BJD,Conch,MALE,0,69,GENERAL,Graduate Professional,90051634,3227600,516229,1077,517306,32.40676819,41.34882078,1596290
311,Odisha,BARGARH,Pradeep Kumar Debta,0,INC,Hand,MALE,5,51,GENERAL,Graduate,51024740,13451459,108898,519,109417,6.85445627,8.745817607,1596290
313,Rajasthan,BARMER,KAILASH CHOUDHARY,1,BJP,Lotus,MALE,2,45,GENERAL,Graduate,2402250,0,844104,2422,846526,43.60769017,59.49405253,1941231
314,Rajasthan,BARMER,MANVENDRA SINGH,0,INC,Hand,MALE,0,55,GENERAL,Post Graduate,45063664,0,520856,1862,522718,26.92714056,36.73674778,1941231
316,Rajasthan,BARMER,RAMESH KUMAR MEGHWAL,0,BMUP,Cot,MALE,0,39,SC,5th Pass,295500,0,16663,36,16699,0.860227351,1.173609769,1941231
317,Assam,BARPETA,Abdul Khaleque,1,INC,Hand,MALE,0,44,GENERAL,Post Graduate,7398753,2703693,643441,1732,645173,38.2858133,44.22603934,1685149
318,Assam,BARPETA,Kumar Deepak Das,0,AGP,Elephant,MALE,1,66,GENERAL,Graduate Professional,23701000,1032000,501319,3547,504866,29.95972463,34.60811841,1685149
319,Assam,BARPETA,Rafiqul Islam,0,AIUDF,Lock and Key,MALE,2,44,GENERAL,Doctorate,3389683,430436,248360,307,248667,14.75638059,17.04590323,1685149
320,Assam,BARPETA,Ashahak Ali Dewan,0,AITC,Flowers and Grass,MALE,0,65,GENERAL,Graduate,1360000,0,20405,61,20466,1.214492012,1.402926225,1685149
321,West Bengal,BARRACKPORE,ARJUN SINGH,1,BJP,Lotus,MALE,24,57,GENERAL,10th Pass,8055691,1100000,471490,1504,472994,32.92841772,42.81655003,1436431
322,West Bengal,BARRACKPORE,DINESH TRIVEDI,0,AITC,Flowers and Grass,MALE,0,68,GENERAL,Post Graduate,66207289,15925213,457870,267,458137,31.89411813,41.4716588,1436431
323,West Bengal,BARRACKPORE,GARGI CHATTERJEE,0,CPI(M),"Hammer, Sickle and Star",FEMALE,0,47,GENERAL,Graduate,57140,0,117354,102,117456,8.176932968,10.63239851,1436431
324,West Bengal,BARRACKPORE,MD. ALAM,0,INC,Hand,MALE,0,44,GENERAL,8th Pass,2809421,0,15784,32,15816,1.101062286,1.43170221,1436431
326,West Bengal,BASIRHAT,Nusrat Jahan Ruhi,1,AITC,Flowers and Grass,FEMALE,0,28,GENERAL,12th Pass,29088391,16881608,781920,158,782078,46.59783348,54.54700164,1678357
327,West Bengal,BASIRHAT,Sayantan Basu,0,BJP,Lotus,MALE,14,42,GENERAL,Post Graduate,5399604,0,431105,604,431709,25.72211991,30.11008049,1678357
328,West Bengal,BASIRHAT,Quazi Abdur Rahim,0,INC,Hand,MALE,1,51,GENERAL,Post Graduate,2294651,0,104137,46,104183,6.207439776,7.266372756,1678357
329,West Bengal,BASIRHAT,Pallab Sengupta,0,CPI(M),Ears of Corn And Sickle,MALE,0,70,GENERAL,Graduate,6037297,0,68278,38,68316,4.070409335,4.764784285,1678357
330,Chhattisgarh,BASTAR,DEEPAK BAIJ,1,INC,Hand,MALE,1,38,ST,Post Graduate,7721293,1801236,401539,988,402527,29.18719301,44.05167215,1379122
331,Chhattisgarh,BASTAR,BAIDU RAM KASHYAP,0,BJP,Lotus,MALE,2,46,ST,10th Pass,16073844,141005,361727,1818,363545,26.36061204,39.78556756,1379122
